"price","interest_level","interest_Nbr"
4480,"medium",2
6000,"low",1
1550,"medium",2
4200,"high",3
3175,"low",1
2300,"medium",2
2525,"high",3
2025,"low",1
3600,"medium",2
2995,"low",1
2700,"medium",2
2100,"low",1
5160,"low",1
7100,"low",1
4900,"high",3
16500,"low",1
4000,"low",1
2300,"low",1
3495,"low",1
3150,"medium",2
6250,"low",1
6990,"high",3
2600,"high",3
6561,"low",1
2895,"medium",2
3995,"medium",2
5750,"low",1
4000,"low",1
3625,"low",1
5000,"medium",2
2750,"low",1
2650,"medium",2
2495,"low",1
3100,"low",1
4615,"low",1
2200,"medium",2
2500,"high",3
4000,"medium",2
2500,"medium",2
3095,"medium",2
5250,"low",1
2850,"low",1
3139,"low",1
5830,"medium",2
3600,"medium",2
3575,"high",3
5370,"low",1
2400,"medium",2
3000,"medium",2
3495,"low",1
3400,"medium",2
3750,"medium",2
2500,"medium",2
1850,"low",1
3150,"low",1
3850,"low",1
2150,"low",1
4308,"medium",2
2595,"low",1
2065,"low",1
3400,"low",1
1750,"low",1
5800,"low",1
1900,"low",1
3900,"low",1
2700,"low",1
2800,"high",3
4387,"low",1
4275,"medium",2
2825,"low",1
3095,"low",1
4500,"medium",2
1495,"medium",2
2900,"low",1
4495,"medium",2
2875,"low",1
3290,"low",1
5200,"low",1
3500,"low",1
3250,"medium",2
2400,"high",3
2200,"medium",2
2650,"low",1
3445,"low",1
2975,"low",1
2125,"low",1
2925,"low",1
2730,"low",1
2495,"low",1
2775,"medium",2
3880,"medium",2
1875,"high",3
3415,"low",1
1850,"high",3
4300,"low",1
3300,"low",1
4595,"low",1
2600,"low",1
1800,"high",3
6900,"medium",2
3130,"low",1
5450,"medium",2
10000,"low",1
2500,"low",1
2500,"low",1
3000,"medium",2
7895,"low",1
4250,"low",1
3900,"high",3
7895,"low",1
6295,"medium",2
2800,"medium",2
2680,"low",1
4350,"low",1
2300,"low",1
3000,"low",1
3400,"low",1
2789,"high",3
3995,"low",1
1850,"low",1
1850,"high",3
3600,"medium",2
2395,"low",1
2800,"low",1
2625,"low",1
6995,"low",1
2100,"low",1
3450,"low",1
2700,"low",1
10500,"low",1
1875,"high",3
1900,"medium",2
2100,"low",1
4650,"medium",2
2500,"low",1
4000,"low",1
2200,"high",3
2750,"low",1
3250,"medium",2
2850,"medium",2
4310,"low",1
2575,"low",1
2490,"low",1
3745,"low",1
1995,"low",1
5728,"low",1
2195,"low",1
2750,"low",1
2500,"low",1
3150,"low",1
2950,"low",1
3400,"low",1
2900,"medium",2
7500,"low",1
2395,"medium",2
5500,"low",1
3175,"low",1
3200,"low",1
2100,"low",1
3200,"low",1
2250,"medium",2
2350,"medium",2
3500,"low",1
3116,"high",3
4095,"low",1
2600,"high",3
8250,"low",1
3300,"medium",2
2475,"low",1
3200,"low",1
6600,"medium",2
4000,"medium",2
4295,"low",1
2850,"low",1
4350,"low",1
2300,"low",1
3188,"medium",2
3200,"high",3
6050,"medium",2
3138,"low",1
2600,"high",3
10000,"low",1
3250,"low",1
6490,"medium",2
5895,"low",1
4950,"low",1
3600,"high",3
5353,"low",1
1699,"medium",2
4500,"low",1
3295,"medium",2
3000,"low",1
2495,"low",1
2490,"low",1
2931,"low",1
6495,"low",1
3300,"low",1
3689,"medium",2
1900,"medium",2
4295,"medium",2
3600,"low",1
3400,"low",1
3678,"low",1
3500,"low",1
3895,"low",1
2295,"low",1
3195,"low",1
2295,"low",1
3095,"low",1
1735,"high",3
3200,"low",1
1950,"low",1
6700,"low",1
3500,"low",1
1975,"medium",2
5700,"medium",2
3950,"medium",2
4300,"high",3
2550,"high",3
2150,"low",1
3300,"low",1
2925,"medium",2
1650,"low",1
5000,"medium",2
4250,"low",1
3400,"low",1
6250,"low",1
2000,"medium",2
1775,"low",1
2400,"medium",2
3050,"low",1
6995,"low",1
5495,"high",3
4400,"low",1
6000,"low",1
3650,"low",1
5995,"low",1
5025,"low",1
4975,"low",1
2650,"low",1
2250,"low",1
2675,"low",1
3500,"low",1
2000,"low",1
3050,"low",1
1950,"low",1
2025,"low",1
3050,"medium",2
6000,"low",1
6200,"medium",2
4650,"low",1
3200,"low",1
1800,"low",1
1650,"medium",2
1850,"low",1
2700,"low",1
2995,"low",1
2450,"low",1
3000,"low",1
2195,"low",1
3050,"low",1
3100,"medium",2
1825,"low",1
3895,"low",1
8200,"low",1
3650,"low",1
4000,"low",1
2500,"medium",2
2725,"low",1
2515,"low",1
2500,"low",1
2852,"high",3
3628,"low",1
1300,"low",1
3265,"medium",2
2600,"medium",2
3000,"low",1
1850,"high",3
2650,"low",1
2949,"low",1
2500,"medium",2
2200,"medium",2
2450,"medium",2
5695,"low",1
3500,"low",1
4620,"low",1
2255,"low",1
2500,"low",1
1500,"low",1
4500,"medium",2
2000,"medium",2
3950,"medium",2
4195,"low",1
2195,"low",1
3500,"medium",2
3495,"medium",2
2900,"low",1
2900,"low",1
2550,"low",1
2500,"low",1
2566,"low",1
5200,"low",1
2895,"low",1
4200,"low",1
2000,"low",1
2800,"medium",2
3250,"medium",2
5500,"low",1
3500,"low",1
3479,"low",1
1895,"low",1
2095,"high",3
2600,"low",1
3495,"medium",2
3000,"low",1
4000,"low",1
6600,"low",1
3750,"low",1
4700,"medium",2
3100,"low",1
3660,"low",1
2100,"low",1
4200,"medium",2
3900,"medium",2
4950,"low",1
4295,"low",1
6800,"medium",2
2800,"low",1
2700,"low",1
2182,"medium",2
3040,"low",1
3625,"low",1
2895,"low",1
3343,"low",1
3650,"low",1
5000,"low",1
3900,"low",1
2825,"low",1
2095,"low",1
2295,"high",3
1700,"low",1
3400,"low",1
2295,"low",1
3300,"low",1
5100,"medium",2
6412,"low",1
6150,"medium",2
3090,"low",1
2375,"medium",2
3500,"low",1
3495,"low",1
5210,"low",1
5000,"low",1
3200,"high",3
2795,"low",1
1575,"high",3
1500,"high",3
2300,"low",1
2850,"low",1
2450,"low",1
2800,"medium",2
2500,"low",1
2695,"high",3
2250,"low",1
3400,"medium",2
4000,"low",1
3750,"low",1
5925,"low",1
3175,"low",1
3490,"low",1
3800,"low",1
3900,"low",1
1895,"low",1
3221,"low",1
2300,"medium",2
1850,"medium",2
2700,"low",1
3795,"low",1
10750,"low",1
1800,"medium",2
2800,"low",1
2500,"medium",2
1750,"high",3
2100,"medium",2
3050,"low",1
3795,"medium",2
6599,"medium",2
3600,"low",1
4198,"low",1
2500,"medium",2
2295,"high",3
5995,"low",1
3795,"low",1
3437,"low",1
2550,"low",1
7490,"low",1
5500,"medium",2
2880,"low",1
2050,"low",1
2995,"medium",2
3199,"medium",2
3323,"low",1
3795,"high",3
4200,"medium",2
4200,"low",1
5900,"medium",2
4000,"medium",2
2325,"low",1
4471,"low",1
1850,"medium",2
3800,"low",1
2075,"low",1
3569,"low",1
2800,"medium",2
2495,"medium",2
2375,"low",1
2400,"medium",2
3425,"low",1
4500,"low",1
3600,"low",1
3250,"low",1
3200,"low",1
2650,"low",1
4700,"low",1
2500,"low",1
3000,"medium",2
1900,"high",3
2600,"low",1
2895,"low",1
4444,"low",1
2000,"low",1
5000,"low",1
3435,"low",1
3475,"low",1
3050,"low",1
4180,"low",1
2725,"low",1
2750,"low",1
2050,"low",1
3995,"high",3
2850,"low",1
4935,"low",1
2400,"medium",2
2700,"low",1
2950,"medium",2
2150,"low",1
2415,"low",1
5250,"low",1
2400,"low",1
4800,"medium",2
3100,"low",1
2995,"low",1
3900,"medium",2
2050,"high",3
5175,"medium",2
2400,"low",1
3150,"low",1
3350,"low",1
4900,"medium",2
2700,"medium",2
2225,"low",1
3495,"low",1
2000,"high",3
5257,"low",1
2595,"low",1
1650,"low",1
4500,"medium",2
4395,"low",1
2450,"high",3
3350,"low",1
2450,"medium",2
3600,"low",1
3300,"low",1
2900,"low",1
4695,"low",1
1950,"high",3
2251,"low",1
1975,"low",1
2555,"low",1
1850,"low",1
2390,"low",1
6400,"low",1
2100,"medium",2
6492,"low",1
3650,"low",1
2975,"low",1
8000,"low",1
2259,"low",1
3025,"medium",2
4695,"medium",2
3100,"medium",2
6275,"low",1
4800,"low",1
4350,"medium",2
2700,"low",1
2200,"low",1
2200,"low",1
14500,"low",1
2699,"low",1
1850,"low",1
2769,"medium",2
3400,"low",1
5000,"medium",2
1800,"medium",2
2400,"medium",2
5750,"low",1
3250,"medium",2
3895,"low",1
4205,"medium",2
1600,"high",3
2995,"low",1
3660,"low",1
2150,"high",3
5795,"low",1
3450,"low",1
3600,"low",1
1900,"medium",2
2700,"low",1
3000,"low",1
4200,"medium",2
16500,"low",1
1850,"low",1
3795,"low",1
3000,"low",1
3385,"low",1
2775,"low",1
2500,"low",1
2725,"low",1
3095,"low",1
2700,"medium",2
2800,"low",1
3150,"low",1
3325,"medium",2
10570,"low",1
5000,"high",3
1750,"high",3
2225,"low",1
2200,"medium",2
1995,"medium",2
2490,"medium",2
2100,"low",1
2900,"medium",2
3150,"medium",2
1850,"medium",2
3435,"low",1
3298,"low",1
3995,"medium",2
2690,"medium",2
10000,"low",1
4500,"low",1
3050,"low",1
3190,"low",1
1995,"high",3
3050,"low",1
4900,"low",1
2200,"medium",2
5107,"low",1
1925,"low",1
3795,"low",1
2300,"high",3
1700,"high",3
2050,"low",1
1850,"low",1
2800,"high",3
2200,"high",3
3250,"low",1
2995,"low",1
1900,"medium",2
2425,"low",1
2000,"medium",2
13000,"low",1
15000,"low",1
2300,"low",1
2550,"low",1
6420,"low",1
2500,"medium",2
2600,"low",1
5000,"medium",2
2475,"medium",2
1725,"low",1
3350,"low",1
2500,"low",1
2400,"low",1
15000,"low",1
3178,"high",3
2650,"high",3
1875,"low",1
2985,"low",1
2450,"low",1
1875,"low",1
3400,"low",1
11750,"low",1
2150,"medium",2
2575,"high",3
2745,"medium",2
3250,"low",1
2750,"low",1
1550,"low",1
1995,"low",1
2300,"low",1
2358,"low",1
11500,"low",1
2400,"low",1
1995,"medium",2
3688,"low",1
2350,"low",1
3000,"high",3
1850,"low",1
1375,"high",3
2800,"medium",2
3350,"medium",2
5900,"low",1
2700,"low",1
4650,"low",1
4135,"low",1
2399,"medium",2
2538,"low",1
3590,"low",1
2750,"low",1
1950,"high",3
2195,"high",3
7900,"low",1
3200,"medium",2
5895,"high",3
3895,"low",1
2900,"low",1
1990,"medium",2
3400,"low",1
5150,"medium",2
2920,"low",1
3200,"medium",2
3695,"medium",2
4000,"medium",2
2450,"low",1
4295,"low",1
2450,"medium",2
3250,"medium",2
3200,"low",1
3300,"low",1
2200,"low",1
2695,"low",1
3500,"medium",2
4500,"high",3
2250,"low",1
3200,"medium",2
2095,"low",1
2995,"low",1
5400,"medium",2
2310,"low",1
3300,"low",1
3000,"medium",2
3845,"low",1
7695,"low",1
2650,"low",1
7250,"low",1
2200,"medium",2
2100,"low",1
3395,"low",1
2850,"low",1
1650,"medium",2
3800,"low",1
3000,"medium",2
2150,"low",1
2800,"low",1
2750,"high",3
3900,"low",1
3800,"low",1
2395,"medium",2
4595,"low",1
1850,"medium",2
2543,"medium",2
4800,"medium",2
3300,"low",1
3535,"low",1
3190,"low",1
3600,"low",1
3600,"low",1
3200,"low",1
1950,"low",1
5350,"low",1
2595,"low",1
2930,"low",1
3550,"low",1
3000,"low",1
3200,"medium",2
3366,"low",1
3000,"medium",2
3125,"low",1
2350,"medium",2
7295,"low",1
4400,"low",1
2800,"low",1
2395,"low",1
3800,"low",1
2790,"low",1
3500,"low",1
2700,"low",1
12200,"low",1
10000,"low",1
6500,"low",1
2595,"low",1
1845,"medium",2
5500,"low",1
12000,"low",1
2000,"low",1
5000,"low",1
4400,"medium",2
3715,"medium",2
3995,"medium",2
3450,"low",1
3200,"low",1
1575,"high",3
2750,"low",1
1200,"high",3
3095,"low",1
3595,"low",1
1800,"medium",2
3300,"high",3
4100,"low",1
4500,"low",1
7500,"low",1
4650,"medium",2
3395,"low",1
6450,"low",1
3590,"medium",2
5195,"medium",2
3700,"low",1
3550,"medium",2
3195,"low",1
2600,"low",1
2600,"medium",2
3300,"low",1
3600,"low",1
3855,"low",1
5000,"low",1
5995,"low",1
4404,"low",1
2595,"low",1
2580,"medium",2
2195,"low",1
5500,"low",1
3791,"medium",2
2553,"low",1
5600,"low",1
2950,"low",1
2700,"high",3
2700,"low",1
2750,"low",1
6000,"medium",2
1725,"low",1
3750,"medium",2
2200,"low",1
2600,"low",1
10295,"low",1
3000,"low",1
2500,"low",1
3000,"low",1
1975,"low",1
2525,"low",1
6000,"low",1
6510,"low",1
1550,"medium",2
2895,"low",1
4500,"low",1
2998,"low",1
1595,"low",1
5445,"low",1
3050,"low",1
2064,"low",1
2395,"low",1
3350,"low",1
2650,"low",1
2650,"medium",2
2600,"low",1
3017,"low",1
3020,"low",1
3200,"low",1
9000,"low",1
3250,"medium",2
2975,"low",1
3160,"low",1
4000,"low",1
3300,"low",1
2650,"low",1
2450,"low",1
3845,"low",1
2200,"low",1
3125,"medium",2
10000,"low",1
2500,"low",1
3500,"low",1
4250,"low",1
1820,"high",3
6600,"low",1
4700,"low",1
2950,"high",3
4124,"low",1
2950,"low",1
5200,"high",3
3200,"low",1
3400,"low",1
3800,"medium",2
3850,"low",1
1900,"medium",2
2600,"low",1
5695,"low",1
2871,"medium",2
2750,"low",1
2350,"medium",2
4482,"medium",2
1525,"low",1
2200,"low",1
3400,"medium",2
1800,"medium",2
3000,"medium",2
2250,"low",1
4250,"low",1
1975,"medium",2
2150,"high",3
5350,"low",1
2400,"low",1
4600,"low",1
3595,"low",1
2995,"medium",2
2400,"low",1
3225,"low",1
2750,"low",1
2300,"low",1
2760,"low",1
4995,"low",1
4300,"low",1
5495,"low",1
2400,"low",1
4000,"low",1
3395,"low",1
4600,"medium",2
2857,"medium",2
7995,"medium",2
3800,"medium",2
8000,"medium",2
3100,"low",1
2100,"low",1
3100,"low",1
2350,"high",3
3295,"medium",2
12500,"low",1
3800,"low",1
2800,"low",1
4600,"medium",2
3400,"low",1
4595,"high",3
2100,"medium",2
2795,"low",1
2695,"medium",2
4395,"medium",2
4995,"medium",2
2300,"medium",2
1800,"medium",2
3110,"low",1
2475,"low",1
1893,"low",1
2700,"medium",2
2700,"medium",2
3996,"high",3
11000,"low",1
3000,"low",1
3575,"low",1
9750,"low",1
3150,"low",1
1850,"high",3
8500,"low",1
1945,"low",1
4100,"low",1
3600,"low",1
5100,"low",1
3095,"low",1
2495,"low",1
2700,"high",3
3025,"low",1
3100,"low",1
2450,"low",1
3150,"low",1
1725,"low",1
3785,"low",1
3400,"low",1
2500,"low",1
1800,"low",1
2625,"low",1
4495,"low",1
5000,"low",1
4725,"low",1
2100,"low",1
2500,"low",1
5495,"low",1
2450,"medium",2
2200,"low",1
4395,"low",1
2400,"low",1
3400,"low",1
3200,"low",1
3995,"medium",2
2900,"medium",2
2800,"low",1
8354,"low",1
3500,"low",1
2200,"medium",2
2800,"low",1
5600,"low",1
3050,"medium",2
2495,"medium",2
1800,"high",3
3705,"medium",2
1850,"low",1
6500,"medium",2
7500,"low",1
2800,"medium",2
6422,"low",1
3300,"low",1
2200,"low",1
6512,"low",1
3450,"low",1
5290,"low",1
5000,"medium",2
10199,"low",1
3200,"medium",2
3895,"low",1
1625,"medium",2
6995,"low",1
2650,"low",1
1725,"low",1
3195,"low",1
3400,"low",1
2200,"high",3
2400,"low",1
2300,"low",1
3300,"low",1
4150,"low",1
2475,"medium",2
2250,"medium",2
1995,"medium",2
3100,"medium",2
4095,"low",1
3150,"low",1
5890,"medium",2
3750,"low",1
3895,"low",1
4630,"low",1
5995,"low",1
3850,"medium",2
3350,"medium",2
3499,"low",1
5400,"low",1
9500,"low",1
2950,"low",1
5295,"medium",2
4115,"low",1
2995,"medium",2
2050,"low",1
4495,"low",1
5500,"medium",2
4995,"medium",2
1700,"medium",2
4825,"low",1
3138,"low",1
4475,"low",1
4350,"low",1
2774,"low",1
3018,"low",1
1995,"medium",2
5650,"low",1
5317,"low",1
2500,"low",1
1695,"medium",2
1675,"medium",2
3595,"low",1
3800,"low",1
9000,"low",1
2200,"medium",2
2700,"high",3
3250,"low",1
1525,"low",1
2700,"low",1
2750,"low",1
13995,"low",1
4120,"low",1
2400,"low",1
2995,"medium",2
3800,"low",1
14500,"low",1
4395,"low",1
3100,"low",1
2245,"low",1
2100,"medium",2
6639,"low",1
3300,"medium",2
9300,"low",1
2500,"low",1
4200,"medium",2
2795,"low",1
7000,"low",1
2650,"low",1
5600,"low",1
2700,"low",1
1650,"low",1
2500,"high",3
5450,"low",1
1500,"high",3
3995,"low",1
2525,"low",1
3200,"medium",2
5430,"low",1
2495,"medium",2
2900,"low",1
1675,"medium",2
4800,"low",1
6495,"low",1
2700,"medium",2
3300,"medium",2
1825,"low",1
4600,"low",1
1850,"medium",2
2650,"low",1
2295,"low",1
5250,"medium",2
1990,"high",3
6700,"low",1
4000,"low",1
3745,"low",1
3050,"low",1
2400,"medium",2
3000,"medium",2
4090,"low",1
4000,"low",1
2475,"low",1
2345,"low",1
3550,"low",1
2295,"low",1
2450,"low",1
3508,"medium",2
1850,"low",1
13745,"low",1
2980,"low",1
1900,"low",1
2800,"high",3
1775,"low",1
3500,"high",3
3282,"low",1
3290,"low",1
2599,"low",1
3572,"medium",2
2295,"medium",2
4000,"high",3
3695,"low",1
3100,"low",1
5500,"low",1
3695,"low",1
4395,"low",1
2995,"low",1
4300,"low",1
3385,"low",1
4200,"medium",2
3100,"low",1
9500,"low",1
3450,"low",1
1800,"low",1
2500,"medium",2
2625,"low",1
4500,"low",1
7355,"low",1
6000,"low",1
1700,"high",3
4300,"low",1
2500,"low",1
3985,"low",1
1950,"high",3
3450,"low",1
3295,"medium",2
2800,"low",1
3200,"low",1
3550,"low",1
1300,"medium",2
2425,"low",1
1800,"high",3
3500,"medium",2
1850,"low",1
1550,"low",1
3040,"low",1
2900,"low",1
3995,"low",1
800,"high",3
1825,"medium",2
3250,"low",1
3300,"low",1
2200,"medium",2
1795,"high",3
1900,"low",1
2550,"low",1
3425,"low",1
2995,"low",1
4200,"low",1
2100,"low",1
1800,"medium",2
3550,"low",1
1975,"low",1
3400,"low",1
2998,"low",1
2825,"low",1
7150,"low",1
2250,"low",1
3200,"low",1
3150,"low",1
2500,"low",1
4109,"medium",2
8800,"low",1
6275,"low",1
5000,"medium",2
3500,"low",1
2800,"low",1
3500,"low",1
3600,"medium",2
3200,"low",1
8350,"low",1
1250,"low",1
23000,"low",1
3100,"low",1
2595,"low",1
15000,"low",1
5000,"high",3
2450,"high",3
5600,"low",1
3550,"low",1
5219,"low",1
2500,"high",3
5679,"low",1
2846,"low",1
4450,"low",1
3995,"low",1
2300,"medium",2
4468,"low",1
5000,"low",1
1999,"medium",2
2800,"medium",2
1550,"high",3
2900,"low",1
4500,"low",1
2150,"low",1
2800,"medium",2
2750,"low",1
2000,"low",1
3300,"low",1
2200,"medium",2
3000,"medium",2
2850,"low",1
2673,"high",3
3300,"high",3
3345,"low",1
2800,"low",1
4850,"low",1
4300,"low",1
10000,"low",1
2700,"low",1
2500,"medium",2
2775,"low",1
2500,"low",1
2600,"low",1
3370,"low",1
5200,"low",1
2650,"low",1
5995,"low",1
2200,"low",1
2700,"low",1
3000,"low",1
2075,"low",1
5900,"low",1
3745,"high",3
2095,"medium",2
5395,"low",1
2995,"low",1
2400,"low",1
2100,"medium",2
8000,"low",1
4173,"medium",2
2590,"low",1
4600,"low",1
2795,"low",1
2900,"medium",2
2495,"low",1
3295,"low",1
1900,"medium",2
2375,"low",1
2954,"low",1
4000,"low",1
4980,"medium",2
1700,"high",3
2200,"low",1
2400,"medium",2
3695,"low",1
2950,"low",1
3220,"low",1
1850,"high",3
1895,"medium",2
1875,"low",1
2525,"medium",2
1850,"medium",2
3000,"medium",2
2375,"high",3
3100,"low",1
4700,"high",3
1995,"low",1
4800,"low",1
4700,"low",1
4100,"low",1
3950,"low",1
3695,"low",1
2620,"medium",2
3600,"high",3
2625,"medium",2
2500,"low",1
8000,"low",1
4295,"low",1
2900,"low",1
2499,"high",3
2100,"medium",2
1600,"low",1
1850,"low",1
8500,"low",1
4130,"low",1
7000,"low",1
4000,"low",1
2325,"low",1
2300,"low",1
3475,"low",1
4400,"low",1
1875,"medium",2
4762,"medium",2
6200,"low",1
6000,"medium",2
2200,"low",1
3400,"medium",2
3050,"low",1
4060,"low",1
3375,"low",1
3295,"low",1
3100,"low",1
2700,"medium",2
3150,"high",3
2200,"medium",2
1995,"medium",2
4950,"low",1
2250,"medium",2
3659,"low",1
2200,"low",1
2676,"low",1
2500,"low",1
4304,"low",1
1750,"low",1
1575,"low",1
2050,"high",3
3795,"low",1
2900,"high",3
18000,"low",1
6574,"low",1
4200,"low",1
2850,"low",1
4495,"low",1
1825,"high",3
4515,"low",1
2200,"high",3
2000,"high",3
5958,"low",1
2400,"low",1
2595,"low",1
1850,"low",1
5500,"low",1
5100,"medium",2
2595,"low",1
3695,"medium",2
3295,"medium",2
2450,"medium",2
5450,"low",1
2100,"low",1
2299,"low",1
1550,"high",3
3000,"low",1
2600,"low",1
2205,"low",1
2495,"low",1
1990,"medium",2
1700,"high",3
2689,"medium",2
3400,"medium",2
3550,"low",1
2150,"low",1
2300,"medium",2
1650,"high",3
2775,"low",1
5110,"low",1
2300,"low",1
2100,"low",1
4550,"low",1
2450,"low",1
3695,"low",1
2350,"low",1
3495,"low",1
7000,"medium",2
3600,"low",1
4022,"low",1
2100,"low",1
3745,"low",1
2695,"low",1
10000,"low",1
6795,"low",1
2100,"medium",2
3850,"low",1
2500,"medium",2
5500,"low",1
2325,"medium",2
1550,"medium",2
6500,"low",1
3050,"low",1
6800,"low",1
2495,"medium",2
2745,"low",1
1800,"medium",2
3160,"low",1
8000,"low",1
2000,"low",1
3400,"medium",2
7250,"low",1
3408,"low",1
3975,"medium",2
2195,"high",3
2400,"medium",2
3795,"low",1
4695,"low",1
2600,"medium",2
2200,"low",1
1795,"high",3
2950,"low",1
2300,"low",1
2950,"medium",2
6000,"high",3
3225,"low",1
3000,"high",3
3000,"low",1
1800,"medium",2
1950,"low",1
1800,"low",1
2700,"low",1
3591,"low",1
1095,"high",3
2550,"medium",2
4095,"low",1
3775,"low",1
3640,"low",1
1899,"low",1
5300,"low",1
3725,"high",3
2900,"medium",2
2350,"low",1
2350,"medium",2
4895,"medium",2
2450,"low",1
2250,"high",3
1650,"low",1
2000,"high",3
2550,"low",1
3600,"low",1
2075,"low",1
2549,"medium",2
3226,"low",1
1625,"medium",2
2800,"low",1
3438,"low",1
1999,"low",1
4999,"low",1
2895,"low",1
2250,"medium",2
2050,"low",1
3300,"low",1
3570,"low",1
3700,"low",1
3695,"low",1
2100,"low",1
5100,"medium",2
7100,"low",1
2820,"low",1
2775,"medium",2
1550,"medium",2
3100,"low",1
2821,"medium",2
2100,"medium",2
2500,"low",1
2150,"low",1
2150,"low",1
4450,"medium",2
2300,"low",1
3200,"low",1
2275,"low",1
3300,"medium",2
1700,"medium",2
1756,"low",1
1295,"high",3
5000,"low",1
2000,"low",1
2300,"low",1
5595,"low",1
2600,"medium",2
10500,"low",1
1950,"low",1
4000,"medium",2
5200,"medium",2
3050,"medium",2
4100,"low",1
3000,"low",1
3485,"low",1
1775,"medium",2
4250,"low",1
5000,"low",1
3700,"low",1
2475,"medium",2
1400,"low",1
2500,"low",1
4500,"medium",2
1750,"high",3
9500,"low",1
1370,"medium",2
3200,"medium",2
5149,"low",1
1650,"low",1
11000,"low",1
2695,"medium",2
4250,"low",1
2900,"medium",2
1995,"low",1
3110,"medium",2
2499,"low",1
2500,"high",3
4975,"low",1
2995,"low",1
2900,"low",1
2895,"low",1
1955,"low",1
3250,"medium",2
3000,"low",1
2100,"medium",2
3000,"low",1
3450,"low",1
2600,"medium",2
2600,"low",1
3700,"high",3
8275,"low",1
2325,"high",3
3295,"low",1
2950,"low",1
2708,"low",1
1650,"low",1
3200,"low",1
2300,"low",1
5995,"low",1
2900,"medium",2
16300,"low",1
2700,"medium",2
4880,"low",1
4450,"low",1
11875,"low",1
2325,"low",1
2995,"low",1
4075,"medium",2
3200,"low",1
3250,"medium",2
2780,"medium",2
2495,"medium",2
2485,"low",1
1975,"low",1
2950,"medium",2
4025,"low",1
3100,"low",1
3200,"medium",2
3600,"high",3
3350,"low",1
1850,"high",3
4892,"low",1
3150,"medium",2
2645,"low",1
4985,"medium",2
3200,"low",1
2295,"low",1
3495,"low",1
4400,"low",1
11000,"low",1
4695,"low",1
3400,"high",3
4600,"low",1
3400,"low",1
2100,"medium",2
2995,"low",1
4470,"low",1
3978,"low",1
4295,"low",1
2395,"medium",2
3475,"low",1
2895,"medium",2
4800,"low",1
5295,"low",1
2400,"low",1
2575,"low",1
3250,"low",1
3450,"low",1
2100,"high",3
3595,"low",1
3995,"low",1
2250,"low",1
2100,"low",1
2150,"low",1
2395,"low",1
3350,"low",1
2600,"medium",2
2895,"medium",2
2795,"low",1
2595,"low",1
3200,"low",1
5795,"low",1
2150,"medium",2
3495,"low",1
7200,"low",1
3145,"low",1
2700,"low",1
3700,"low",1
2000,"medium",2
3200,"low",1
1755,"low",1
1795,"medium",2
3483,"low",1
1965,"low",1
3830,"low",1
3495,"low",1
5560,"high",3
3195,"low",1
2395,"low",1
3195,"low",1
3850,"low",1
3095,"medium",2
3130,"low",1
3800,"low",1
5175,"low",1
3300,"low",1
2075,"low",1
3250,"low",1
4695,"low",1
2760,"high",3
2600,"low",1
3000,"low",1
2325,"medium",2
2000,"medium",2
3100,"low",1
3200,"low",1
2500,"low",1
4595,"low",1
9600,"low",1
2095,"medium",2
2499,"low",1
2400,"high",3
3800,"low",1
2850,"low",1
11550,"low",1
5720,"low",1
3907,"low",1
4600,"low",1
3900,"low",1
1800,"medium",2
2900,"low",1
4895,"low",1
2995,"low",1
2300,"low",1
2195,"low",1
1395,"medium",2
3147,"low",1
2800,"medium",2
3350,"low",1
2890,"low",1
3641,"low",1
1600,"low",1
2395,"low",1
3200,"high",3
2650,"medium",2
2350,"low",1
2750,"medium",2
4995,"medium",2
4250,"low",1
2595,"low",1
13995,"low",1
5995,"medium",2
2400,"medium",2
3515,"low",1
2590,"medium",2
2400,"low",1
3850,"high",3
3539,"low",1
2700,"high",3
3400,"low",1
7100,"medium",2
18500,"low",1
2300,"low",1
3050,"low",1
3895,"low",1
4395,"low",1
5300,"low",1
6250,"low",1
2750,"low",1
3125,"low",1
3295,"low",1
5400,"medium",2
3600,"low",1
2950,"low",1
3000,"low",1
1995,"low",1
6490,"low",1
7400,"medium",2
6200,"low",1
3255,"medium",2
7995,"low",1
1800,"high",3
3950,"medium",2
2800,"medium",2
4900,"low",1
7980,"low",1
3700,"low",1
3700,"low",1
3500,"low",1
6495,"low",1
4395,"low",1
3100,"high",3
2250,"low",1
6850,"low",1
4450,"medium",2
5000,"low",1
3625,"low",1
2750,"low",1
3500,"medium",2
9870,"low",1
1695,"low",1
2995,"medium",2
3800,"low",1
3250,"high",3
3000,"low",1
2095,"low",1
3600,"low",1
4700,"low",1
1900,"medium",2
4625,"low",1
2550,"high",3
3075,"low",1
2495,"low",1
2050,"medium",2
3900,"medium",2
3450,"low",1
3500,"medium",2
2300,"medium",2
4075,"low",1
3395,"low",1
2900,"medium",2
4500,"low",1
1950,"high",3
3200,"low",1
3195,"medium",2
2000,"low",1
2100,"medium",2
3100,"low",1
3995,"medium",2
2050,"high",3
7250,"medium",2
3815,"low",1
3110,"low",1
2800,"low",1
14000,"low",1
3000,"medium",2
3600,"low",1
2000,"medium",2
4600,"low",1
7000,"low",1
2150,"medium",2
1350,"medium",2
2395,"low",1
4600,"low",1
3660,"low",1
3184,"low",1
2200,"low",1
4308,"medium",2
4175,"medium",2
5408,"low",1
2975,"low",1
2925,"medium",2
10000,"low",1
2250,"low",1
3495,"low",1
